"Name","State","Notes","User","Tags","Created","Runtime","dataset_name","end_shape","euclidean_subspace","full_run","use_parka","geodesic_initialization","geodesic_residuals","n_times","noise_factor","sped_up","start_shape","ellipse_dimensions","n_steps","n_subdivisions","tol_factor","euclidean_subspace_via_diffs","euclidean_subspace_via_ratio","geodesic_coef_err","geodesic_duration_time","geodesic_intercept_err","geodesic_tol","linear_coef_err","linear_duration_time","linear_intercept_err","mesh_diameter","ellipse_ratio_h_v","n_faces","test_diff_tolerance"
"run_jcnqu83q","finished","-","adelemyers","","2023-07-10T06:39:36.000Z","473","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[10,10,2]","3","3","0.001","","","5601.561958745152","235.13402271270752","759.5831041253782","37094.76000000002","223.97644986865663","8.092162609100342","417.92023894100765","60.000000000000014","5","1280","0.06027082192931504"
"run_bs3tzqyr","finished","-","adelemyers","","2023-07-10T06:25:55.000Z","819","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[2,2,10]","3","3","0.001","","","3997.356050685932","408.2723071575165","761.7445901019516","37094.76000000002","854.8022926292753","8.210667133331299","99.33209328067134","60.000000000000014","0.2","1280","0.06026378163813802"
"run_9hlz8rl7","finished","-","adelemyers","","2023-07-10T06:08:22.000Z","1052","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[2,2,3]","3","3","0.001","","","1077.162446557827","519.477597951889","760.5130301050708","37094.76000000002","33.766609754074274","8.126408815383911","6.98991055515634","60.000000000000014","0.6666666666666666","1280","0.0602560666354108"
"run_48yzqrxe","finished","-","adelemyers","","2023-07-10T06:04:41.000Z","192","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[10,10,2]","3","2","0.001","","","2814.682353067991","89.47127676010132","382.5747753576096","2361.960000000001","1437.6817332558578","0.5397186279296875","29.204561762948664","60.00000000000001","5","320","0.06025733450545338"
"run_ghecgq1o","finished","-","adelemyers","","2023-07-10T06:02:34.000Z","125","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[2,2,10]","3","2","0.001","","","2005.8585981326617","58.34476828575134","382.1711303202411","2361.960000000001","34.69820637220152","0.5417640209197998","20.899199227765926","60.00000000000001","0.2","320","0.060226603477458195"
"run_bq68unok","finished","-","adelemyers","","2023-07-10T06:00:00.000Z","152","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[2,2,3]","3","2","0.001","","","540.5582773475174","70.74401259422302","383.48416962500227","2361.960000000001","5.409754054478398","0.5483181476593018","1.4334298729376669","60.00000000000001","0.6666666666666666","320","0.06019826922144805"
"run_vtpv5b6t","finished","-","adelemyers","","2023-07-10T05:58:54.000Z","42","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[10,10,2]","3","1","0.001","","","1435.7209783409387","14.90969181060791","193.08349380474692","158.76000000000005","742.8838507326478","0.07270288467407227","36.59688794288814","60.00000000000001","5","80","0.060200368299179866"
"run_auxngis4","finished","-","adelemyers","","2023-07-10T05:58:12.000Z","40","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[2,2,10]","3","1","0.001","","","1023.262915370656","13.800333499908447","194.26973678685667","158.76000000000005","9.419161895194346","0.07206034660339355","1.9129635956318145","60.00000000000001","0.2","80","0.06012158982176044"
"run_xdxbez3s","finished","-","adelemyers","","2023-07-10T05:57:19.000Z","51","synthetic","ellipsoid","false","true","","random","false","5","0.001","true","sphere","[2,2,3]","3","1","0.001","","","274.2024330304092","18.86029362678528","194.04276164820965","158.76000000000005","1.1061676388446828","0.07692813873291016","0.5447865720244678","60.00000000000001","0.6666666666666666","80","0.060157157781867705"
"run_yiizuq47","finished","-","adelemyers","","2023-07-10T04:55:46.000Z","3631","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[10,10,2]","3","4","0.001","","","11193.733998560909","1895.345935344696","1519.9252488265108","590745.9600000004","1694.7976456744304","127.50433921813963","362.9409880213841","60.000000000000014","5","5120","0.06002877523306057"
"run_7qwvv9b9","finished","-","adelemyers","","2023-07-10T04:39:46.000Z","959","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[2,2,10]","3","4","0.001","","","7987.988540523804","556.3257455825806","1520.5390584752072","590745.9600000004","2797.045226472814","127.34117007255554","123.01837089489932","60.000000000000014","0.2","5120","0.06002515504742231"
"run_gspk9j75","finished","-","adelemyers","","2023-07-10T03:50:50.000Z","2934","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[2,2,3]","3","4","0.001","","","2147.736970158464","1549.5762717723846","1520.7871490934908","590745.9600000004","104.07690909505232","126.1376097202301","20.81527075736094","60.000000000000014","0.6666666666666666","5120","0.06002590799823433"
"run_esvakdto","finished","-","adelemyers","","2023-07-10T03:41:19.000Z","509","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[10,10,2]","3","3","0.001","","","5602.534454540165","252.61985063552856","762.9281425385036","37094.76000000002","223.86523088555165","8.137208700180054","417.87834645033297","60.000000000000014","5","1280","0.06001933771944367"
"run_gwcdmnd2","finished","-","adelemyers","","2023-07-10T03:32:38.000Z","519","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[2,2,10]","3","3","0.001","","","3997.96264388486","257.1085548400879","762.284822090391","37094.76000000002","854.8111770065758","8.079598426818848","99.27873904933692","60.000000000000014","0.2","1280","0.06002074714753761"
"run_j323156z","finished","-","adelemyers","","2023-07-10T03:13:37.000Z","1139","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[2,2,3]","3","3","0.001","","","1076.7818305362557","569.9950580596924","760.5306256231075","37094.76000000002","33.62154154164487","8.056242227554321","6.72309768471112","60.000000000000014","0.6666666666666666","1280","0.06002413701535319"
"run_7bh8953f","finished","-","adelemyers","","2023-07-10T03:11:32.000Z","97","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[10,10,2]","3","2","0.001","","","2812.0151765107307","42.89243292808533","382.34035435311256","2361.960000000001","1437.7092886982728","0.5419299602508545","29.21063356254059","60.00000000000001","5","320","0.06002206136872093"
"run_0it105x8","finished","-","adelemyers","","2023-07-10T03:09:38.000Z","113","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[2,2,10]","3","2","0.001","","","2007.2862023106231","50.25917863845825","383.799084967567","2361.960000000001","34.58470798142758","0.5376710891723633","20.823432582724948","60.00000000000001","0.2","320","0.06001426631402754"
"run_da78o7m0","finished","-","adelemyers","","2023-07-10T03:07:57.000Z","99","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[2,2,3]","3","2","0.001","","","538.5069332544747","43.48901462554931","382.87583225977176","2361.960000000001","5.026135781057686","0.5476024150848389","1.015734204704201","60.00000000000001","0.6666666666666666","320","0.060027147620251305"
"run_y6kwbtzg","finished","-","adelemyers","","2023-07-10T03:06:58.000Z","39","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[10,10,2]","3","1","0.001","","","1433.6671487647302","12.596969366073608","194.63931019335524","158.76000000000005","742.7902244516318","0.07199501991271973","36.570981831722854","60.00000000000001","5","80","0.06000957812269243"
"run_ora8kxa6","finished","-","adelemyers","","2023-07-10T03:06:16.000Z","40","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[2,2,10]","3","1","0.001","","","1023.7756834732472","14.382215023040771","194.7755546436443","158.76000000000005","9.428647466305296","0.07005190849304199","1.882114835810574","60.00000000000001","0.2","80","0.06001548431838038"
"run_c9hvqrz7","finished","-","adelemyers","","2023-07-10T03:05:29.000Z","45","synthetic","ellipsoid","false","true","","random","false","5","0.0001","true","sphere","[2,2,3]","3","1","0.001","","","276.496362066036","16.41464114189148","195.10531256447177","158.76000000000005","0.11549221658863056","0.0732259750366211","0.05659242909999323","60.00000000000001","0.6666666666666666","80","0.06001684720733864"
"run_29uxaf5v","finished","-","adelemyers","","2023-07-10T02:11:30.000Z","3181","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[10,10,2]","3","4","0.001","","","11193.18990528582","1665.5513050556185","1521.6610785306843","590745.9600000004","1694.7957342607829","127.1159930229187","362.9435123560961","60.000000000000014","5","5120","0.06000000000000002"
"run_w1jtk8sq","finished","-","adelemyers","","2023-07-10T00:58:56.000Z","4352","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[2,2,10]","3","4","0.001","","","7987.248233576475","2252.5840363502502","1520.6537404274388","590745.9600000004","2797.0645844524793","126.3696014881134","123.0259510945526","60.000000000000014","0.2","5120","0.06000000000000002"
"run_8vdzajtg","finished","-","adelemyers","","2023-07-10T00:01:06.000Z","3468","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[2,2,3]","3","4","0.001","","","2148.020436245558","1806.0903539657593","1520.5586050354204","590745.9600000004","104.08439271521443","127.72468137741087","20.81687854304286","60.000000000000014","0.6666666666666666","5120","0.06000000000000002"
"run_n5codjx3","finished","-","adelemyers","","2023-07-09T23:46:56.000Z","789","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[10,10,2]","3","3","0.001","","","5603.447345233166","390.7819764614105","761.4502937892479","37094.76000000002","223.88194849199996","8.143511533737183","417.88232427019346","60.000000000000014","5","1280","0.06000000000000002"
"run_8stgwg7u","finished","-","adelemyers","","2023-07-09T23:37:38.000Z","557","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[2,2,10]","3","3","0.001","","","4000.206495364868","276.7693829536438","761.1776722709901","37094.76000000002","854.8005979914681","8.127165794372559","99.28757096631136","60.000000000000014","0.2","1280","0.06000000000000002"
"run_oy9rsqq6","finished","-","adelemyers","","2023-07-09T23:29:05.000Z","511","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[2,2,3]","3","3","0.001","","","1075.8676596538478","256.95143365859985","760.6806096618543","37094.76000000002","33.634043247787986","7.890064001083374","6.726808649557578","60.000000000000014","0.6666666666666666","1280","0.06000000000000002"
"run_0ff6z4n6","finished","-","adelemyers","","2023-07-09T23:24:37.000Z","240","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[10,10,2]","3","2","0.001","","","2815.7435447302796","113.95639085769652","382.7048626811393","2361.960000000001","1437.7106569859752","0.5431318283081055","29.209602702639856","60.00000000000001","5","320","0.06000000000000001"
"run_yzz6771e","finished","-","adelemyers","","2023-07-09T23:21:46.000Z","169","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[2,2,10]","3","2","0.001","","","2006.9296404457432","79.26858687400818","381.3008566786746","2361.960000000001","34.58967841707795","0.5385370254516602","20.820471601453832","60.00000000000001","0.2","320","0.06000000000000001"
"run_p67a4hw7","finished","-","adelemyers","","2023-07-09T23:19:36.000Z","128","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[2,2,3]","3","2","0.001","","","539.7356648448064","58.330119132995605","386.04493385183457","2361.960000000001","4.999999999999925","0.5383281707763672","0.9999999999999756","60.00000000000001","0.6666666666666666","320","0.06000000000000001"
"run_snenxsk2","finished","-","adelemyers","","2023-07-09T23:18:41.000Z","33","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[10,10,2]","3","1","0.001","","","1433.12397175376","10.553019762039185","192.4587509115349","158.76000000000005","742.7724386461261","0.07081866264343262","36.56703862273717","60.00000000000001","5","80","0.06000000000000001"
"run_xbzntntn","finished","-","adelemyers","","2023-07-09T23:17:45.000Z","54","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[2,2,10]","3","1","0.001","","","1021.9181054866856","21.092673301696777","194.67886278707903","158.76000000000005","9.427840414751325","0.07060456275939941","1.8855680829502628","60.00000000000001","0.2","80","0.06000000000000001"
"run_tarbnjpe","finished","-","adelemyers","","2023-07-09T23:16:45.000Z","58","synthetic","ellipsoid","false","true","","random","false","5","0","true","sphere","[2,2,3]","3","1","0.001","","","275.7083630148846","21.244091033935547","193.9141798086487","158.76000000000005","5.024295868799918e-14","0.1156015396118164","2.8198790621291724e-14","60.00000000000001","0.6666666666666666","80","0.06000000000000001"
"run_2y6js3p1","finished","-","adelemyers","","2023-07-08T18:17:07.000Z","12737","real","","true","true","","random","false","","","true","","","5","","0.5","","","60.77766827385467","3792.090088129043","70.90485399499607","592503064.6028886","7.38852966191067","19.04961109161377","4.19914624162314","4.108250774652815","","2386","2.0541253873264074"
"run_vo3lqb29","finished","-","adelemyers","","2023-07-08T16:56:35.000Z","4830","real","","true","true","","random","false","","","true","","","3","","0.5","","","60.57649577335369","2427.1492218971252","71.1291488970275","592503064.6028886","7.38852966191067","19.039974451065063","4.19914624162314","4.108250774652815","","2386","2.0541253873264074"
"run_a9bi35k5","finished","-","adelemyers","","2023-07-08T14:55:57.000Z","7236","real","","false","true","","random","false","","","true","","","5","","0.1","","","59.365076478078414","3636.8697028160095","71.02492197543272","23700122.584115554","7.38852966191067","18.948660135269165","4.19914624162314","4.108250774652815","","2386","0.4108250774652815"
"run_kcdyclic","finished","-","adelemyers","","2023-07-08T12:19:16.000Z","9394","real","","false","true","","random","false","","","true","","","3","","0.1","","","59.87315801330277","4683.1420838832855","71.82748563421406","23700122.584115554","7.38852966191067","19.022472143173218","4.19914624162314","4.108250774652815","","2386","0.4108250774652815"
"run_x8il3mg2","finished","-","adelemyers","","2023-07-08T10:00:56.000Z","8298","real","","false","true","","random","false","","","true","","","5","","0.01","","","60.117033416910864","4163.345733642578","72.30850898210115","237001.2258411555","7.38852966191067","19.332955837249756","4.19914624162314","4.108250774652815","","2386","0.04108250774652815"
"run_op3gbfp4","finished","-","adelemyers","","2023-07-08T08:04:48.000Z","6966","real","","false","true","","random","false","","","true","","","3","","0.01","","","59.887204050766385","3475.6370697021484","71.15427070643771","237001.2258411555","7.38852966191067","18.778412580490112","4.19914624162314","4.108250774652815","","2386","0.04108250774652815"
"run_01ch4y2w","finished","-","adelemyers","","2023-07-08T04:43:00.000Z","12106","real","","false","true","","random","false","","","true","","","5","","0.001","","","60.972012735645734","7965.916487932205","70.6567174484306","2370.0122584115543","7.38852966191067","19.911495447158813","4.19914624162314","4.108250774652815","","2386","0.004108250774652815"
"run_3k39uhyo","finished","-","adelemyers","","2023-07-08T02:49:16.000Z","6822","real","","false","true","","random","false","","","true","","","3","","0.001","","","60.489761971163794","3420.2541172504425","73.35185868923293","2370.0122584115543","7.38852966191067","20.629398822784424","4.19914624162314","4.108250774652815","","2386","0.004108250774652815"
"run_8hj01nx7","finished","-","adelemyers","","2023-07-08T00:50:34.000Z","7121","real","","true","true","","warm_start","false","","","true","","","5","","0.5","","","7.38852966191067","3572.051342010498","4.19914624162314","592503064.6028886","7.38852966191067","19.972272157669067","4.19914624162314","4.108250774652815","","2386","2.0541253873264074"
"run_w45km356","finished","-","adelemyers","","2023-07-08T00:36:04.000Z","868","real","","true","true","","warm_start","false","","","true","","","3","","0.5","","","7.38852966191067","443.0682988166809","4.19914624162314","592503064.6028886","7.38852966191067","19.79858112335205","4.19914624162314","4.108250774652815","","2386","2.0541253873264074"
"run_0tn67ykv","finished","-","adelemyers","","2023-07-07T22:36:08.000Z","7194","real","","false","true","","warm_start","false","","","true","","","5","","0.1","","","7.38852966191067","3584.278998851776","4.19914624162314","23700122.584115554","7.38852966191067","20.65697479248047","4.19914624162314","4.108250774652815","","2386","0.4108250774652815"
"run_hkduai5t","finished","-","adelemyers","","2023-07-07T22:21:39.000Z","867","real","","false","true","","warm_start","false","","","true","","","3","","0.1","","","7.38852966191067","437.7129805088043","4.19914624162314","23700122.584115554","7.38852966191067","20.90177822113037","4.19914624162314","4.108250774652815","","2386","0.4108250774652815"
"run_rnphrhw1","finished","-","adelemyers","","2023-07-07T20:23:09.000Z","7108","real","","false","true","","warm_start","false","","","true","","","5","","0.01","","","7.38852966191067","3543.210116147995","4.19914624162314","237001.2258411555","7.38852966191067","19.95794892311096","4.19914624162314","4.108250774652815","","2386","0.04108250774652815"
"run_5bx8eemd","finished","-","adelemyers","","2023-07-07T20:08:45.000Z","862","real","","false","true","","warm_start","false","","","true","","","3","","0.01","","","7.38852966191067","443.1920735836029","4.19914624162314","237001.2258411555","7.38852966191067","21.099008321762085","4.19914624162314","4.108250774652815","","2386","0.04108250774652815"
"run_2f6cdaf0","finished","-","adelemyers","","2023-07-07T18:26:45.000Z","6118","real","","false","true","","warm_start","false","","","true","","","5","","0.001","","","7.38852966191067","2499.015590906143","4.19914624162314","2370.0122584115543","7.38852966191067","19.041342735290527","4.19914624162314","4.108250774652815","","2386","0.004108250774652815"
"run_obbz3jta","finished","-","adelemyers","","2023-07-07T18:20:35.000Z","368","real","","false","true","","warm_start","false","","","true","","","3","","0.001","","","7.38852966191067","190.3481433391571","4.19914624162314","2370.0122584115543","7.38852966191067","18.17077612876892","4.19914624162314","4.108250774652815","","2386","0.004108250774652815"
"run_iefgn7q3","finished","-","adelemyers","","2023-07-07T18:04:44.000Z","575","synthetic","ellipsoid","false","true","","warm_start","false","5","0","true","sphere","[2,2,3]","3","4","0.001","","","1.2110988266645182e-8","432.0982360839844","5.656765765270482e-9","430653804840000.1","1.2110988266645182e-8","260.5246000289917","5.656765765270482e-9","1620000.0000000002","0.6666666666666666","5120","1620.0000000000002"
"run_ijkw50rh","finished","-","adelemyers","","2023-07-07T17:56:38.000Z","423","synthetic","ellipsoid","false","true","","warm_start","false","5","0","true","sphere","[10,10,2]","3","3","0.001","","","24565.090452374665","262.0579674243927","3411.2454132369976","30046755600.00001","24565.090452374665","112.8525493144989","3411.2454132369976","54000.00000000001","5","1280","54.00000000000001"
"run_ctkcg2xc","finished","-","adelemyers","","2023-07-07T17:48:49.000Z","467","synthetic","ellipsoid","false","true","","warm_start","false","5","0","true","sphere","[2,2,10]","3","3","0.001","","","16934.410363710078","314.1777415275574","3386.8820727420066","30046755600.00001","16934.410363710078","174.8339297771454","3386.8820727420066","54000.00000000001","0.2","1280","54.00000000000001"
"run_nwkqq7oh","finished","-","adelemyers","","2023-07-07T17:39:57.000Z","530","synthetic","ellipsoid","false","true","","warm_start","false","5","0","true","sphere","[2,2,3]","3","3","0.001","","","1.9805278247796615e-10","347.13245129585266","8.633495525982123e-11","30046755600.00001","1.9805278247796615e-10","174.72143125534058","8.633495525982123e-11","54000.00000000001","0.6666666666666666","1280","54.00000000000001"
"run_wxl5wxwq","finished","-","adelemyers","","2023-07-07T17:34:14.000Z","315","synthetic","ellipsoid","false","true","","warm_start","false","5","0","true","sphere","[10,10,2]","3","2","0.001","","","46449.87068315899","239.85861444473267","3450.211125728222","2125764","46449.87068315899","176.2245590686798","3450.211125728222","1800.0000000000002","5","320","1.8000000000000005"
